user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
420,25-34,"History,Culture","9,54,55,61,11",6.0,5,"Local Cuisine,Cultural Tours,Swimming,Historical Sites",Budget
421,55-64,"Mountains,History",,7.4,3,"Swimming,Wildlife Watching,Volunteering,Eco Tours,Historical Sites",Luxury
422,35-44,"History,Adventure,Beach",98,9.8,3,"Cycling,Hiking,Wildlife Watching,Swimming",Eco-conscious
423,25-34,"Beach,Photography,Culture","60,58,99,3,14,40,97",5.8,3,"Cultural Tours,Museums,Wildlife Watching",Solo
424,35-44,"Food,Wildlife,History,Culture,Beach","55,25,73,59,9,17,91",6.0,2,"Cultural Tours,Hiking",Family
425,18-24,"Mountains,Photography,Relaxation","15,27,68",7.0,5,"Hiking,Eco Tours",Adventure
426,35-44,"Mountains,Food,History","92,16,68,30",6.5,3,"Eco Tours,Historical Sites,Hiking,Cultural Tours",Family
427,35-44,"Relaxation,Photography","60,51,90,55,56,62",4.4,3,"Eco Tours,Museums,Kayaking,Wildlife Watching",Adventure
428,18-24,"Relaxation,Food,Adventure,Culture,Nature","21,52,34,84,4,70,36",7.2,2,"Volunteering,Eco Tours,Hiking,Wildlife Watching,Kayaking",Cultural
429,55-64,"Relaxation,Mountains,Food,Adventure,Beach","93,90,23,3,15",9.4,3,"Swimming,Cycling,Eco Tours",Eco-conscious
430,35-44,"Relaxation,History,Photography","97,66,13,38,95,33,39,68",7.2,4,"Eco Tours,Volunteering",Cultural
431,25-34,"Culture,Mountains","87,76,81,37,32,41,60,20,6,67",6.9,2,"Kayaking,Local Cuisine",Luxury
432,18-24,"Beach,Relaxation,Culture,Photography",,5.8,4,"Volunteering,Historical Sites",Budget
433,18-24,"Food,Adventure","97,51,86,73,100",4.1,5,"Cycling,Volunteering,Surfing,Hiking,Local Cuisine",Solo
434,55-64,"Photography,Food,Culture,Nature,Relaxation","86,72,53,44,87,59,76,97",6.3,1,"Cycling,Historical Sites,Local Cuisine,Surfing,Volunteering",Cultural
435,45-54,"Food,Adventure,Photography","26,63,21,91",8.0,3,"Kayaking,Cycling,Historical Sites,Wildlife Watching",Solo
436,55-64,"Relaxation,Adventure","61,19,65,15,44,14,23,49,78,12",8.7,3,"Museums,Volunteering,Surfing,Historical Sites",Eco-conscious
437,45-54,"Relaxation,Beach,Culture,History",26,8.8,2,"Museums,Cultural Tours,Local Cuisine",Adventure
438,35-44,"Photography,Wildlife","76,56,11,94,9,29,35",5.1,4,"Kayaking,Cycling,Hiking,Museums,Wildlife Watching",Adventure
439,65+,"Relaxation,Food,Photography","78,83,48",5.6,4,"Kayaking,Local Cuisine,Swimming",Solo
440,65+,"Food,Adventure,Beach,Photography,Mountains","59,92,79,64,86,10,33,2",8.2,1,"Wildlife Watching,Cycling",Solo
441,45-54,"Mountains,History,Culture,Beach","22,34,16,52,74,60",7.7,4,"Cycling,Cultural Tours,Wildlife Watching,Swimming",Cultural
442,35-44,"Food,Mountains,History,Beach","37,81,54,75,52,97,99",4.2,1,"Eco Tours,Historical Sites",Family
443,25-34,"Wildlife,Beach,History","57,4,81,72,52,5",3.7,5,"Hiking,Kayaking,Cycling,Wildlife Watching",Cultural
444,25-34,"Wildlife,Adventure,History","7,93,70,16,87",5.3,5,"Local Cuisine,Volunteering,Historical Sites",Family
445,25-34,"Culture,Adventure",,4.3,1,"Volunteering,Surfing",Budget
446,25-34,"Photography,History","32,47,42",6.8,1,"Historical Sites,Kayaking,Swimming,Local Cuisine",Solo
447,45-54,"Beach,Food,Adventure","73,30,45,14,22,58,91",7.3,4,"Volunteering,Kayaking",Solo
448,25-34,"Beach,History,Culture,Relaxation","84,57,4,66",6.7,3,"Surfing,Local Cuisine,Historical Sites,Hiking,Eco Tours",Solo
449,18-24,"Relaxation,Beach,Food,Culture,Photography","42,97,80,90",7.2,1,"Historical Sites,Eco Tours",Eco-conscious
450,18-24,"Culture,Nature,Wildlife",32,6.4,3,"Kayaking,Swimming",Luxury
451,55-64,"Beach,History,Photography,Nature,Food","18,66,20,6,7,44,80,38,81",7.4,4,"Historical Sites,Museums,Swimming,Local Cuisine,Hiking",Eco-conscious
452,25-34,"Beach,Relaxation,Culture,Nature",,6.6,3,"Historical Sites,Kayaking,Local Cuisine",Cultural
453,55-64,"Relaxation,History,Wildlife,Photography,Food","7,62,25,82,87,12,94,64,71,24",7.3,2,"Volunteering,Hiking,Museums",Adventure
454,25-34,"Mountains,Adventure","96,26",5.8,5,"Cultural Tours,Kayaking,Swimming",Cultural
455,55-64,"Wildlife,Photography,Relaxation,Nature,Beach","18,6,90,79,42",3.1,4,"Kayaking,Swimming,Surfing",Cultural
456,65+,"Nature,History,Relaxation,Food","38,89,70,18",8.0,3,"Hiking,Volunteering",Cultural
457,55-64,"Nature,Photography","49,38,25,56,54",4.2,4,"Kayaking,Cultural Tours,Surfing",Luxury
458,55-64,"Food,Relaxation",,5.9,4,"Kayaking,Historical Sites",Luxury
459,55-64,"Beach,Culture,Mountains,Relaxation","9,74,13,37,58",6.1,3,"Eco Tours,Hiking",Family
460,55-64,"Mountains,Adventure,Beach,Nature","46,78,79,82,16,7,43,42,23,84",5.2,5,"Cycling,Swimming,Eco Tours",Family
461,65+,"Mountains,Food,Adventure,Beach,History","47,99",6.9,5,"Cultural Tours,Local Cuisine",Solo
462,55-64,"Relaxation,Food","13,14,37,47,45,20,9,16,41,90",4.5,2,"Local Cuisine,Kayaking,Cycling",Budget
463,18-24,"Wildlife,Relaxation,Nature,Beach","12,67,69",7.9,3,"Eco Tours,Surfing",Solo
464,65+,"Wildlife,Beach","80,32,77,84,28,46,55",8.0,3,"Wildlife Watching,Cultural Tours,Hiking",Luxury
465,65+,"Nature,Wildlife,Food",30,3.5,4,"Kayaking,Wildlife Watching,Hiking,Volunteering",Cultural
466,55-64,"History,Food,Culture,Adventure,Relaxation",33,7.1,2,"Eco Tours,Cultural Tours,Kayaking",Solo
467,18-24,"Food,Relaxation","91,61,24,46,85,76,58,54,50",5.9,2,"Hiking,Wildlife Watching,Historical Sites,Eco Tours",Luxury
468,55-64,"Culture,Mountains,Wildlife","12,2,25,27,43",4.9,2,"Museums,Wildlife Watching",Family
469,65+,"History,Wildlife","77,62",7.2,1,"Local Cuisine,Surfing,Cultural Tours,Wildlife Watching",Solo
470,35-44,"Food,Photography","86,70,74,43,98,80,52,10",8.6,1,"Cultural Tours,Museums,Eco Tours,Volunteering",Adventure
471,25-34,"Relaxation,Food,History,Mountains","67,63,62,70,68,90,82,88",3.8,3,"Local Cuisine,Swimming",Solo
472,55-64,"Relaxation,History,Food,Photography,Wildlife","15,34,99,69,61,72,49",8.2,3,"Hiking,Volunteering",Solo
473,18-24,"Beach,Relaxation,Food","52,44,82,89,54,20,6",4.0,2,"Wildlife Watching,Volunteering",Adventure
474,45-54,"Nature,Adventure,Culture","66,22,30,7,79,85",6.6,2,"Volunteering,Wildlife Watching",Family
475,25-34,"Nature,Photography","16,63,4",7.0,5,"Volunteering,Hiking,Eco Tours",Solo
476,65+,"History,Mountains,Adventure,Food,Relaxation","32,71,66,22,15,46,34,19,29",5.5,1,"Cycling,Historical Sites,Wildlife Watching,Hiking,Surfing",Family
477,55-64,"Adventure,Photography",,8.1,2,"Eco Tours,Kayaking,Cultural Tours",Solo
478,65+,"History,Wildlife,Nature,Adventure,Beach","84,45,55,99,100,35,93,4,46",7.8,5,"Swimming,Cultural Tours,Kayaking,Hiking,Cycling",Luxury
479,65+,"Relaxation,History,Beach","21,81,40,88,24,58,17,20,89,22",5.6,5,"Swimming,Eco Tours,Hiking,Wildlife Watching,Cycling",Cultural
480,55-64,"Culture,Adventure,History,Beach","61,69,34,65,47,55,25,24,26,93",6.9,5,"Swimming,Historical Sites,Wildlife Watching",Luxury
481,25-34,"History,Food,Mountains","87,68,76,12,64,50",8.0,3,"Local Cuisine,Swimming,Historical Sites",Luxury
482,65+,"Wildlife,Culture,History,Nature,Beach","13,84,14,88",8.4,2,"Kayaking,Local Cuisine",Budget
483,25-34,"Culture,Adventure,Wildlife","54,41,42,19",4.7,5,"Local Cuisine,Cycling,Hiking",Family
484,65+,"Beach,Adventure,Culture,History,Wildlife","57,1,12,18",4.0,1,"Cycling,Surfing",Family
485,65+,"Beach,Adventure,History,Photography,Nature","94,63,49",4.7,4,"Historical Sites,Cycling,Wildlife Watching,Museums",Luxury
486,55-64,"Culture,Wildlife,Photography","43,29",4.0,1,"Volunteering,Surfing,Museums",Solo
487,45-54,"Relaxation,Nature,Mountains","34,22,19,66,9,93,33,92",6.9,4,"Eco Tours,Cultural Tours",Cultural
488,18-24,"Nature,Wildlife,Photography","79,20,23",7.0,5,"Cultural Tours,Kayaking,Volunteering",Cultural
489,18-24,"Photography,Adventure",,7.0,5,"Local Cuisine,Kayaking,Hiking,Wildlife Watching,Historical Sites",Luxury
490,45-54,"Adventure,Culture,Food,Relaxation","54,56,86,58",6.2,3,"Historical Sites,Volunteering,Local Cuisine,Swimming",Family
491,65+,"Relaxation,Wildlife,Beach,Mountains","54,64,32,95,30,14,69,40,87",7.6,4,"Eco Tours,Swimming",Luxury
492,25-34,"Mountains,Culture,Adventure",66,4.4,3,"Volunteering,Museums,Kayaking",Family
493,65+,"Food,Culture,Photography,Nature","9,74,66,63,55,36,51,2,42,6",7.1,2,"Swimming,Volunteering",Adventure
494,18-24,"Nature,Culture,Food",65,7.5,5,"Cycling,Volunteering",Cultural
495,45-54,"Adventure,Relaxation,Culture,Mountains,Food","43,82,35",8.5,1,"Local Cuisine,Swimming,Cultural Tours",Solo
496,45-54,"Mountains,Photography,Culture,Wildlife,Food","37,68,92,3,57,33,86",7.2,1,"Local Cuisine,Historical Sites,Wildlife Watching",Eco-conscious
497,25-34,"Adventure,Food","82,86,31,87,46,54,22",8.9,3,"Historical Sites,Hiking",Solo
498,65+,"Food,Beach,Culture,Relaxation,Wildlife",75,4.8,2,"Surfing,Wildlife Watching,Volunteering,Kayaking",Solo
499,35-44,"Adventure,Food",99,4.7,2,"Local Cuisine,Cultural Tours,Hiking,Cycling",Family
500,25-34,"Nature,Beach,Wildlife,Relaxation,Culture","42,27,87,36",7.1,4,"Volunteering,Wildlife Watching",Eco-conscious
501,35-44,"Adventure,Food,Culture","35,77,9,8,41,22,10,47,95",6.6,5,"Eco Tours,Cycling,Swimming,Museums,Kayaking",Luxury
502,25-34,"Beach,Photography,Relaxation,Wildlife,Food","86,75,84,80,1,93",4.7,4,"Volunteering,Eco Tours,Surfing,Kayaking,Museums",Cultural
503,65+,"Photography,Mountains",1,5.3,2,"Museums,Surfing",Luxury
504,55-64,"Mountains,Food","56,23,24,38,93",8.3,5,"Historical Sites,Surfing",Eco-conscious
505,65+,"Beach,Food,Adventure,Nature,Culture","95,75,8",3.7,1,"Wildlife Watching,Swimming,Local Cuisine,Cycling",Cultural
506,55-64,"Nature,Wildlife,Relaxation,Beach,Culture","66,12,94,53,76,27,80,44",8.3,1,"Cultural Tours,Kayaking,Museums,Wildlife Watching",Solo
507,35-44,"Beach,Wildlife","99,55,48,34,85,30,2,29,62,84",5.1,1,"Kayaking,Swimming,Surfing,Hiking,Museums",Solo
508,25-34,"Culture,Beach,Adventure","88,93,36",3.9,5,"Wildlife Watching,Volunteering,Kayaking,Cycling",Adventure
509,25-34,"History,Wildlife,Food","96,35,82,2,69,54,50,38",5.0,1,"Historical Sites,Kayaking,Museums,Wildlife Watching,Cycling",Family
510,18-24,"Culture,Wildlife,Mountains","23,5,74,44,77,30,20",4.1,3,"Historical Sites,Museums,Surfing,Volunteering,Kayaking",Luxury
511,25-34,"Food,Beach","31,38,63",5.9,3,"Cycling,Cultural Tours,Surfing",Budget
512,18-24,"Photography,Adventure,History,Relaxation","90,2,35",4.2,4,"Surfing,Cultural Tours",Solo
513,35-44,"Beach,Food,Mountains","13,99,53,30,50,67,90",7.4,4,"Cultural Tours,Historical Sites,Hiking,Cycling,Museums",Solo
514,25-34,"History,Food,Mountains,Nature,Photography","62,51,60,63,92,93,22",4.9,2,"Surfing,Cycling,Museums,Wildlife Watching,Cultural Tours",Adventure
515,25-34,"Adventure,Relaxation,Beach,Mountains,History",75,6.0,1,"Wildlife Watching,Cultural Tours,Kayaking,Cycling",Adventure
516,65+,"Beach,Food","89,4,25,84,78,18,62,2",7.9,1,"Hiking,Cultural Tours,Wildlife Watching",Family
517,18-24,"Wildlife,Relaxation,Mountains,Food",76,5.1,2,"Historical Sites,Eco Tours,Hiking,Volunteering",Family
518,65+,"Beach,Relaxation,Nature,History,Mountains","55,66,32,18,12,97,57,91",4.1,3,"Hiking,Swimming",Budget
519,55-64,"Relaxation,Food,Nature","57,22,65,7,88,12,5,56,77",5.8,5,"Local Cuisine,Kayaking,Surfing,Cultural Tours,Swimming",Family
520,25-34,"History,Culture,Food,Beach","87,27,23",4.4,3,"Cycling,Local Cuisine",Budget
521,35-44,"Beach,Adventure,Wildlife,Nature,Food","95,66",3.4,3,"Swimming,Local Cuisine,Eco Tours",Budget
522,65+,"Beach,Adventure,Wildlife,Mountains","13,41,82,3",4.3,4,"Cycling,Eco Tours",Adventure
523,18-24,"Beach,Wildlife,Mountains","56,23,85",7.8,1,"Swimming,Cultural Tours",Luxury
524,55-64,"Culture,Relaxation,Adventure,Mountains","97,81,12",4.3,3,"Museums,Volunteering",Budget
525,18-24,"Food,Culture,History,Nature,Wildlife","50,59,77,26,87,47,31,76",5.6,2,"Surfing,Cultural Tours,Swimming,Cycling",Family
526,25-34,"Beach,Photography,Mountains",61,7.0,3,"Hiking,Cycling",Family
527,35-44,"Beach,Mountains,Culture,Food,Photography","100,96,1,61",6.8,3,"Wildlife Watching,Swimming,Kayaking,Eco Tours",Cultural
528,35-44,"Mountains,Food,History",,5.1,3,"Swimming,Cycling,Cultural Tours",Family
529,55-64,"Wildlife,Photography,Adventure,History","91,46,5,9,1,72,41,65,60,59",4.2,3,"Surfing,Historical Sites",Family
530,35-44,"Culture,Wildlife,Adventure,History","27,51,53,86,75,6,79,1,85,54",4.0,3,"Swimming,Hiking,Historical Sites,Volunteering",Luxury
531,25-34,"Culture,Photography,Nature,Beach,Wildlife","66,55,64,29,5,61,13,99,73,59",7.0,1,"Kayaking,Volunteering",Cultural
532,25-34,"Adventure,Nature","11,45,99,30,61,9,4",7.7,5,"Museums,Kayaking,Wildlife Watching,Volunteering,Historical Sites",Adventure
533,35-44,"Adventure,Mountains,Photography,History,Culture","36,51,3,20",4.7,4,"Hiking,Cultural Tours,Swimming,Surfing,Volunteering",Adventure
534,45-54,"Relaxation,Photography,Adventure,History,Beach","33,10,68,94,26,15,92,72,73",7.7,2,"Eco Tours,Cycling",Adventure
535,35-44,"Wildlife,Adventure,Beach,Culture,Nature","25,82,70,44,63",3.5,5,"Hiking,Kayaking,Eco Tours",Cultural
536,65+,"Wildlife,Culture,Nature","50,95,40,97,94",4.9,3,"Swimming,Wildlife Watching",Family
537,45-54,"Nature,Beach","21,70,66,31,58,98,45",7.1,1,"Volunteering,Kayaking,Swimming,Surfing,Hiking",Luxury
538,65+,"History,Adventure","98,71,43",7.5,2,"Historical Sites,Cultural Tours",Budget
539,65+,"Photography,Nature,Relaxation","24,23,69,25,77,54",6.8,2,"Cycling,Eco Tours,Surfing,Cultural Tours,Swimming",Adventure
540,25-34,"Adventure,History,Mountains,Culture","99,7,71,26,61,24",7.5,4,"Kayaking,Volunteering,Cultural Tours",Solo
541,25-34,"Relaxation,Adventure,Photography","94,5,56,12,17,23,19,64,78",4.7,3,"Museums,Kayaking",Adventure
542,65+,"Wildlife,Photography","74,35,88",6.2,1,"Hiking,Kayaking,Eco Tours",Cultural
543,55-64,"Wildlife,Nature,Adventure,Mountains,Culture","62,5,3,30,55,15,9",6.9,5,"Cycling,Museums,Volunteering",Solo
544,35-44,"Nature,Culture,Wildlife","7,38,90,99,34,13",8.0,1,"Local Cuisine,Swimming,Museums,Cycling,Volunteering",Eco-conscious
545,65+,"Mountains,Relaxation,Food",,8.3,4,"Eco Tours,Cycling,Historical Sites",Eco-conscious
546,25-34,"Food,History","33,12",9.5,3,"Swimming,Cycling",Eco-conscious
547,18-24,"Relaxation,Wildlife,Nature,History,Food","15,26",4.8,5,"Cultural Tours,Swimming,Historical Sites,Volunteering",Luxury
548,55-64,"Mountains,Adventure,History","94,29,3,90,81,82,86,23,42",9.0,4,"Cultural Tours,Hiking,Surfing,Historical Sites,Local Cuisine",Cultural
549,18-24,"History,Adventure,Relaxation,Photography","71,56,6,4,76,62,43,46,36,48",3.8,2,"Historical Sites,Kayaking",Solo
550,25-34,"Food,Beach,Mountains,Photography,Relaxation","97,35,16,79,99,86,17",7.4,1,"Wildlife Watching,Surfing,Eco Tours",Family
551,25-34,"Culture,Beach,Photography,Mountains",76,6.7,1,"Historical Sites,Local Cuisine",Family
552,25-34,"History,Food,Nature,Culture,Relaxation","5,24,79,86,45,55,23,56,21",8.8,1,"Historical Sites,Cultural Tours,Eco Tours",Adventure
553,18-24,"Photography,Mountains","47,45,23",4.1,3,"Historical Sites,Surfing,Museums",Solo
554,25-34,"History,Wildlife,Culture,Mountains","37,2,32,77,5",7.9,5,"Surfing,Hiking",Luxury
555,35-44,"Adventure,Wildlife,Food",,8.2,3,"Historical Sites,Local Cuisine,Surfing,Volunteering,Wildlife Watching",Eco-conscious
556,65+,"Wildlife,Food,History","4,97",7.3,4,"Surfing,Volunteering",Luxury
557,25-34,"Food,Beach,Mountains,History,Photography",,7.1,4,"Kayaking,Wildlife Watching,Local Cuisine,Eco Tours,Hiking",Family
558,55-64,"Adventure,Wildlife","11,58,27,3,44,75,8",9.0,5,"Eco Tours,Wildlife Watching",Eco-conscious
559,35-44,"Mountains,History","98,66,50,81,26,72,87,84",5.7,1,"Museums,Hiking,Cycling,Volunteering",Cultural
560,65+,"Culture,Adventure","84,67,63,57,30,48,16,74",8.2,3,"Cycling,Surfing",Budget
561,18-24,"Beach,Wildlife,Relaxation,History","6,71,20,53,22,15,4,78",7.0,4,"Museums,Historical Sites,Local Cuisine,Hiking,Surfing",Eco-conscious
562,35-44,"Wildlife,Relaxation,Adventure,Nature,Food","73,40,27,90,79",7.3,4,"Hiking,Cultural Tours,Historical Sites,Wildlife Watching,Kayaking",Cultural
563,35-44,"Adventure,Mountains,Beach","3,53,4,23,94",5.4,1,"Local Cuisine,Surfing,Cycling,Hiking,Wildlife Watching",Cultural
564,35-44,"Culture,Adventure,Nature","95,81,39,72,27",9.7,5,"Eco Tours,Kayaking,Historical Sites",Eco-conscious
565,65+,"Culture,Photography,Beach,Wildlife","84,65,72,36,86,51,81,64,85",4.5,2,"Local Cuisine,Eco Tours,Cultural Tours",Solo
566,65+,"Food,Beach","20,26,25,32,70,93,33",3.7,3,"Eco Tours,Museums,Swimming,Kayaking",Cultural
567,55-64,"Beach,Mountains,Food,Culture","46,37",6.9,4,"Volunteering,Kayaking,Local Cuisine,Historical Sites",Luxury
568,45-54,"Food,Beach,Adventure,Culture,Photography","67,16,43,92,30,37,53,7",7.5,3,"Volunteering,Kayaking",Eco-conscious
569,18-24,"Culture,History,Adventure",,5.7,3,"Wildlife Watching,Cultural Tours,Kayaking,Hiking,Historical Sites",Family
570,25-34,"Photography,Nature,History","49,27,97,69,76",6.4,5,"Cycling,Cultural Tours,Wildlife Watching",Cultural
571,55-64,"Wildlife,Photography","5,7,98,4,69",3.7,4,"Surfing,Museums",Budget
572,18-24,"Wildlife,Beach","78,97,87,23,61,83,62,67,44,43",8.6,2,"Volunteering,Surfing,Historical Sites",Cultural
573,55-64,"History,Photography,Beach","65,53,36,48,60,62",3.5,5,"Surfing,Cultural Tours,Eco Tours,Swimming",Adventure
574,55-64,"Adventure,Nature","47,53,39,26,29,20,12,98",5.2,4,"Hiking,Volunteering",Luxury
575,45-54,"History,Nature,Adventure","11,87,10,61,70,62,75",5.7,3,"Wildlife Watching,Eco Tours,Volunteering,Cycling",Adventure
576,25-34,"History,Relaxation,Wildlife,Culture",58,7.2,5,"Kayaking,Wildlife Watching,Historical Sites,Cultural Tours",Family
577,55-64,"History,Beach,Photography","100,21,88,32,98,10,33,37",4.8,3,"Kayaking,Historical Sites,Eco Tours,Local Cuisine,Cultural Tours",Family
578,65+,"Food,Wildlife,Adventure,Photography,Culture","47,28,80,82,62,55",6.4,4,"Cultural Tours,Museums",Adventure
579,65+,"Culture,Beach","35,94,62,59",4.2,2,"Hiking,Cycling,Local Cuisine",Family
580,35-44,"Relaxation,Adventure,Nature,Mountains,Beach","88,76,19",5.0,2,"Museums,Local Cuisine,Kayaking,Swimming,Eco Tours",Cultural
581,18-24,"Mountains,Culture,Adventure","17,51,94,22,78,96",8.7,2,"Wildlife Watching,Cycling,Cultural Tours,Volunteering",Cultural
582,45-54,"History,Relaxation,Culture","56,79,28,94,49",8.8,4,"Cultural Tours,Kayaking",Adventure
583,18-24,"Relaxation,Adventure,History,Photography","58,13,75,10,25,34,17,15,89",7.4,2,"Volunteering,Cultural Tours",Cultural
584,45-54,"Adventure,Food,Photography","75,31,4,5",4.7,4,"Surfing,Volunteering,Swimming",Luxury
585,55-64,"History,Relaxation,Wildlife,Photography,Food","77,27,26,61,2",4.5,1,"Hiking,Cycling,Surfing,Swimming,Museums",Family
586,45-54,"Photography,Nature,Wildlife,Culture","30,19,22,17,73,95,13",5.5,1,"Hiking,Wildlife Watching,Cycling,Volunteering",Luxury
587,25-34,"Adventure,Mountains,Photography,Relaxation","97,16,29,52,72,13",6.9,3,"Surfing,Cultural Tours,Swimming,Cycling",Solo
588,65+,"Food,History","27,13,34,71,37",4.3,4,"Swimming,Museums,Wildlife Watching,Cultural Tours",Luxury
589,35-44,"Food,Wildlife,Mountains,Photography,Culture","58,28,52,16,37",5.8,3,"Historical Sites,Hiking",Cultural
590,45-54,"Food,Photography,Relaxation","24,10,12,81,50,1,40,26,73",3.3,5,"Museums,Volunteering,Hiking,Surfing",Cultural
591,18-24,"History,Culture,Nature,Relaxation","29,16,14,11",5.0,4,"Cultural Tours,Local Cuisine,Wildlife Watching,Cycling,Swimming",Luxury
592,25-34,"Culture,History,Relaxation,Adventure","91,6,82,83,51",4.1,5,"Eco Tours,Kayaking,Swimming,Historical Sites,Hiking",Solo
593,45-54,"Photography,Mountains","35,89,42,72,52",5.5,4,"Eco Tours,Cultural Tours",Adventure
594,45-54,"Mountains,Beach,Nature,Culture,Food","61,48,50,88,79,90,30",7.2,5,"Hiking,Kayaking,Local Cuisine",Solo
595,25-34,"Adventure,History,Photography",,5.6,3,"Museums,Surfing,Cycling,Local Cuisine",Luxury
596,45-54,"Food,Wildlife,History",,6.2,5,"Hiking,Swimming,Cycling",Luxury
597,55-64,"Photography,Beach,Wildlife,Mountains,Culture","96,19,47,77,37,27,52,24",7.6,1,"Wildlife Watching,Cultural Tours,Eco Tours,Volunteering,Kayaking",Cultural
598,25-34,"Wildlife,Nature,Mountains,Relaxation,Food","29,83,13",8.7,4,"Cultural Tours,Swimming,Volunteering,Wildlife Watching,Museums",Solo
599,65+,"Food,Relaxation,Photography,Wildlife,History","45,63,96,71,16,78,41,72,39,12",7.9,4,"Kayaking,Hiking,Eco Tours",Solo
600,55-64,"Photography,Beach,Culture",51,8.0,5,"Eco Tours,Wildlife Watching,Historical Sites",Eco-conscious
601,18-24,"Wildlife,Culture,History,Adventure,Beach",3,8.0,2,"Surfing,Kayaking",Budget
602,55-64,"Nature,Culture","23,79,62,76,33",5.7,3,"Museums,Hiking,Kayaking",Budget
603,65+,"Mountains,Adventure,Food,Nature","73,78,74,94,27,32,80,51,98",6.5,4,"Kayaking,Cultural Tours",Luxury
604,45-54,"Nature,Relaxation,Adventure,History,Wildlife","97,84,57,8,54,16,88,58",4.4,4,"Hiking,Surfing,Cycling,Historical Sites",Cultural
605,45-54,"Adventure,Mountains","56,71",5.4,3,"Wildlife Watching,Volunteering,Historical Sites",Family
606,18-24,"Photography,Adventure,History,Wildlife","57,3,50,41",9.9,4,"Swimming,Historical Sites,Eco Tours,Hiking",Eco-conscious
607,25-34,"Mountains,Adventure,Beach,Photography,Relaxation","78,66,41,39,32",7.3,2,"Local Cuisine,Volunteering",Eco-conscious
608,18-24,"Culture,Wildlife,Food,Nature,Mountains","100,52,38",7.3,1,"Eco Tours,Surfing",Eco-conscious
609,65+,"Mountains,Wildlife,History","52,63,72,46,4",5.9,3,"Cycling,Eco Tours,Museums,Kayaking,Local Cuisine",Cultural
610,18-24,"Adventure,Mountains,Culture,Food,History","93,45,12,64,58,52,27,55,54",8.2,2,"Hiking,Surfing,Local Cuisine,Volunteering",Eco-conscious
611,55-64,"Photography,Food,Beach","10,16,19,85,40,30,37,74",4.8,2,"Eco Tours,Surfing,Historical Sites,Hiking",Adventure
612,35-44,"Nature,Relaxation","19,9",6.9,5,"Historical Sites,Volunteering,Cycling,Wildlife Watching,Eco Tours",Cultural
613,35-44,"Nature,Photography","39,66,74,9,24,81,29",3.8,4,"Surfing,Swimming,Local Cuisine,Volunteering",Cultural
614,55-64,"Mountains,Relaxation","58,51,57,61,97,83,69,39,98,65",7.4,2,"Wildlife Watching,Hiking",Luxury
615,55-64,"Beach,Mountains,Nature,Photography,Culture","11,99,93,34,82,75,57,1",8.8,1,"Surfing,Local Cuisine,Cycling,Eco Tours,Cultural Tours",Eco-conscious
616,18-24,"Food,Wildlife,Photography,Beach","33,55,62,9,31",9.2,3,"Swimming,Surfing,Hiking",Eco-conscious
617,65+,"History,Relaxation,Culture,Beach,Adventure","71,97,51,46,50",8.1,3,"Eco Tours,Cycling",Solo
618,65+,"History,Photography,Culture,Relaxation",86,8.4,5,"Cycling,Swimming",Budget
619,35-44,"Nature,Relaxation","90,92,15",7.7,4,"Volunteering,Cycling,Historical Sites,Eco Tours,Hiking",Solo
620,18-24,"Adventure,History","31,32,5,76,46,14,82",7.9,1,"Kayaking,Hiking,Eco Tours,Cultural Tours,Wildlife Watching",Luxury
621,35-44,"Photography,Beach,Nature,Food,Adventure","15,17,37,80",6.8,2,"Cycling,Eco Tours,Swimming,Historical Sites,Surfing",Adventure
622,55-64,"Photography,Food,Beach,Nature","17,27",3.7,1,"Surfing,Cultural Tours,Museums,Wildlife Watching,Historical Sites",Adventure
623,18-24,"Wildlife,Relaxation,Food,History","82,58,53,54,100,66,83",4.5,3,"Hiking,Museums",Luxury
624,25-34,"Wildlife,Relaxation,Mountains,Beach","65,80,57,69,28,61,91,26,52,48",7.0,1,"Kayaking,Swimming,Volunteering,Hiking",Luxury
625,35-44,"Mountains,Wildlife",,6.6,4,"Kayaking,Museums,Wildlife Watching",Luxury
626,65+,"Culture,Nature,Food","34,96,45,64,1,86",7.3,2,"Museums,Cultural Tours,Hiking",Family
627,18-24,"Relaxation,Photography,Culture,Nature","87,11,98,36,100,64",4.9,4,"Surfing,Eco Tours,Cycling,Museums",Family
628,35-44,"Mountains,Nature,Photography,Food,Beach","6,25,51",8.9,1,"Cycling,Swimming,Local Cuisine,Surfing",Adventure
629,45-54,"Beach,Food,Wildlife","80,78,95,87,53,92,7,32,5",3.0,1,"Museums,Wildlife Watching,Kayaking",Budget
630,25-34,"Food,Wildlife,Adventure,Nature","87,36,56",6.5,2,"Eco Tours,Kayaking,Local Cuisine,Cycling",Budget
631,55-64,"Wildlife,Photography","73,95,21,81,32,51,87,43",7.4,2,"Historical Sites,Swimming",Solo
632,25-34,"Photography,Wildlife,Relaxation,Nature,Culture","44,11,24,23,93,34,32",7.8,5,"Hiking,Cycling,Eco Tours,Museums",Eco-conscious
633,45-54,"Wildlife,Relaxation","43,64,3,73,26",8.0,1,"Surfing,Volunteering,Local Cuisine,Kayaking",Eco-conscious
634,55-64,"Nature,Adventure,Food,Mountains,Culture",,7.4,4,"Museums,Hiking,Local Cuisine,Kayaking,Cultural Tours",Eco-conscious
