user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
424,25-34,"Food,Culture,Mountains","93,72,62,23,61,63,84,70,14,94",6.4,3,"Kayaking,Local Cuisine,Hiking",Solo
425,35-44,"Adventure,Mountains,Photography",,3.7,3,"Hiking,Kayaking,Surfing",Budget
426,18-24,"History,Nature,Food","91,26,3,52,45,5,80,76",8.2,2,"Hiking,Kayaking",Cultural
427,45-54,"Wildlife,Photography,Food,Beach,Nature","72,26,4,96,71",8.0,5,"Eco Tours,Cycling,Surfing,Museums,Local Cuisine",Budget
428,45-54,"Food,Beach,Adventure,Mountains,History",31,4.9,2,"Cycling,Historical Sites,Hiking,Volunteering,Cultural Tours",Luxury
429,25-34,"Adventure,Wildlife","11,64,56,79,82,89,3",5.0,3,"Cycling,Surfing,Historical Sites",Budget
430,18-24,"Adventure,Beach,History,Nature,Mountains","65,99,27,77,33,40",4.5,3,"Hiking,Eco Tours,Local Cuisine",Luxury
431,65+,"Photography,Food,History,Culture","27,39,100,59,3,64,69,8",9.9,3,"Kayaking,Surfing,Museums",Eco-conscious
432,55-64,"Mountains,Relaxation","70,56",3.8,4,"Historical Sites,Cycling",Solo
433,25-34,"Culture,Wildlife,Nature,Relaxation","24,90,99",4.0,2,"Eco Tours,Surfing,Wildlife Watching,Cycling",Adventure
434,35-44,"Adventure,Food,Mountains","14,95",5.2,4,"Volunteering,Swimming",Solo
435,18-24,"Mountains,Photography,Wildlife,Beach,Adventure","53,36,33,30,17,83,84,44,5,74",9.3,2,"Surfing,Cycling,Hiking,Historical Sites",Eco-conscious
436,65+,"History,Adventure","47,29,96",3.5,3,"Volunteering,Cycling,Museums,Kayaking",Adventure
437,45-54,"Relaxation,Beach,Wildlife,Nature,Photography","87,1,32,54,64,62,17,84,6,67",8.9,2,"Volunteering,Surfing,Cycling",Adventure
438,35-44,"Food,Wildlife,Beach","82,12",5.3,3,"Swimming,Cycling,Wildlife Watching,Kayaking,Hiking",Solo
439,25-34,"Nature,Mountains,Beach,History,Photography",85,7.2,4,"Wildlife Watching,Local Cuisine,Eco Tours",Family
440,45-54,"Adventure,Wildlife",75,6.9,3,"Cultural Tours,Swimming,Local Cuisine",Family
441,45-54,"Relaxation,History",93,4.9,2,"Local Cuisine,Cultural Tours",Adventure
442,18-24,"History,Beach,Nature",87,6.5,2,"Surfing,Volunteering,Hiking,Cultural Tours",Luxury
443,65+,"Photography,History,Food,Adventure,Culture","86,67,51,35,74,22",5.3,5,"Cycling,Kayaking,Swimming",Luxury
444,25-34,"Food,Mountains,Relaxation","22,65,37",4.3,5,"Cultural Tours,Cycling,Historical Sites,Wildlife Watching,Local Cuisine",Adventure
445,55-64,"Culture,Food,Beach,Photography","92,79,14",8.4,3,"Historical Sites,Wildlife Watching,Volunteering,Cycling",Solo
446,65+,"Culture,Nature,Wildlife,Relaxation,History","62,40,93,73,3,20",5.5,3,"Historical Sites,Volunteering,Cultural Tours",Luxury
447,18-24,"Nature,Wildlife,Food,Photography,Culture","64,44,71,32",8.7,2,"Swimming,Local Cuisine",Eco-conscious
448,45-54,"Adventure,Culture,Photography","87,33,57,81,63",7.6,1,"Museums,Wildlife Watching,Local Cuisine",Family
449,65+,"Mountains,History,Nature,Beach,Adventure","21,38,47",4.9,4,"Volunteering,Eco Tours",Adventure
450,25-34,"Relaxation,Culture,Wildlife","68,66,60",6.7,1,"Kayaking,Hiking,Cycling,Cultural Tours",Luxury
451,45-54,"Culture,Relaxation,Beach,Wildlife","88,59,11,33,12,67,92,77,27",6.7,1,"Cycling,Volunteering,Eco Tours,Swimming,Wildlife Watching",Solo
452,55-64,"Culture,Photography,Mountains,Nature,Wildlife","69,8",3.6,5,"Museums,Swimming,Local Cuisine,Kayaking,Eco Tours",Adventure
453,55-64,"Photography,Beach,Culture,Relaxation,Adventure","18,42,1,13,75,98,8",8.5,1,"Surfing,Hiking",Eco-conscious
454,65+,"Nature,Culture,Adventure","33,86,94,35",8.4,4,"Kayaking,Cycling,Cultural Tours,Hiking,Surfing",Solo
455,18-24,"Culture,Adventure,Photography,Food",14,8.2,2,"Eco Tours,Local Cuisine,Museums,Historical Sites",Cultural
456,35-44,"Relaxation,History","24,60,20,84,74,71",5.0,1,"Wildlife Watching,Museums,Historical Sites,Cultural Tours,Hiking",Luxury
457,45-54,"Relaxation,History,Mountains,Food,Wildlife","54,99,95,66,60,52",5.2,1,"Kayaking,Eco Tours,Museums,Cycling,Hiking",Cultural
458,45-54,"Photography,Mountains,Food,History,Wildlife",93,8.5,2,"Wildlife Watching,Kayaking",Cultural
459,55-64,"Photography,Adventure,Food","64,66",6.6,3,"Surfing,Local Cuisine",Family
460,35-44,"Wildlife,Culture","85,79,57,36,61",5.4,5,"Wildlife Watching,Eco Tours,Museums",Cultural
461,45-54,"Culture,History,Nature,Beach,Wildlife","14,68,26,64,57,82,43",5.3,4,"Wildlife Watching,Swimming",Solo
462,35-44,"Photography,Mountains,Wildlife",86,6.1,2,"Local Cuisine,Wildlife Watching,Surfing",Luxury
463,18-24,"Photography,Relaxation,Food,Nature","23,95,86,48,24,70,15",5.1,1,"Museums,Eco Tours,Kayaking,Surfing",Family
464,55-64,"Food,Relaxation,Wildlife,Culture,History","30,34,14,26,12,10",6.6,1,"Historical Sites,Cultural Tours",Luxury
465,35-44,"Culture,Nature,Beach,History","100,13,37,30,11,6",4.0,2,"Hiking,Local Cuisine,Cultural Tours,Cycling,Wildlife Watching",Family
466,55-64,"Nature,Mountains","27,20,14,34,48,77,96,22,88",4.7,3,"Eco Tours,Volunteering,Kayaking,Hiking",Budget
467,18-24,"Mountains,Culture","45,52,26,42,94,6",8.7,4,"Wildlife Watching,Swimming,Museums",Eco-conscious
468,45-54,"Food,Relaxation","74,22,6,7,13,79",7.1,5,"Cycling,Hiking,Wildlife Watching,Cultural Tours,Local Cuisine",Family
469,25-34,"Culture,Adventure,History,Photography,Beach","68,5,90,46",7.8,3,"Kayaking,Museums",Adventure
470,35-44,"Adventure,Nature,Beach","7,99,20,17,71,49",3.6,3,"Swimming,Hiking,Surfing",Budget
471,35-44,"Photography,Food,Nature,Mountains","27,93",7.5,4,"Local Cuisine,Volunteering,Cultural Tours",Cultural
472,65+,"Mountains,History","51,85,5",5.8,4,"Cycling,Cultural Tours",Luxury
473,25-34,"Nature,Adventure","25,74,52,39,68,5,46,61,90",5.8,3,"Volunteering,Surfing",Budget
474,45-54,"Beach,Relaxation,Culture,History,Food","74,65,37,72,81,91,46,1,39",8.5,3,"Surfing,Swimming,Historical Sites,Cultural Tours,Cycling",Eco-conscious
475,65+,"Adventure,Food,Relaxation,Wildlife","55,64,66",7.4,2,"Hiking,Volunteering,Eco Tours,Surfing,Local Cuisine",Budget
476,65+,"Mountains,Nature,Culture,Food","37,51,29,23,66,56,40",3.6,5,"Historical Sites,Cycling",Solo
477,45-54,"Food,Adventure",47,6.3,5,"Kayaking,Museums,Cycling,Volunteering",Family
478,18-24,"History,Adventure,Wildlife,Relaxation,Nature",,3.4,5,"Kayaking,Hiking,Museums,Volunteering",Adventure
479,35-44,"Relaxation,Photography","92,19",6.0,5,"Cycling,Volunteering,Cultural Tours,Hiking,Surfing",Luxury
480,45-54,"Adventure,History,Beach,Culture","22,31,64,74,39,21,84,3",4.3,1,"Volunteering,Museums,Hiking,Swimming,Cultural Tours",Adventure
481,55-64,"History,Wildlife,Photography","87,93,47,97,65,23,94,45,95",3.3,1,"Eco Tours,Swimming,Museums,Kayaking,Hiking",Solo
482,18-24,"History,Mountains,Food","7,59,45,1",5.0,4,"Swimming,Eco Tours,Local Cuisine,Volunteering,Wildlife Watching",Budget
483,25-34,"History,Adventure",,5.9,4,"Wildlife Watching,Historical Sites,Local Cuisine,Hiking",Adventure
484,45-54,"Adventure,Culture,Beach,Wildlife,History","88,15,22,59,67",6.9,3,"Hiking,Historical Sites",Solo
485,25-34,"Wildlife,Food","65,56,55,66,90,8,24",5.6,2,"Historical Sites,Swimming,Museums",Cultural
486,18-24,"Culture,History,Mountains,Adventure,Photography","61,53,17,74,49",7.9,3,"Volunteering,Surfing,Museums,Wildlife Watching,Cultural Tours",Eco-conscious
487,65+,"History,Photography,Nature","81,55,1,66,59,91,33,29,51",6.9,2,"Hiking,Museums",Cultural
488,45-54,"Photography,Culture,Adventure","33,16,98,41,88",4.8,4,"Wildlife Watching,Local Cuisine,Swimming,Cycling",Budget
489,45-54,"Culture,Wildlife,Photography","43,78,15,27,4,97,55,79,72",7.3,2,"Volunteering,Hiking,Swimming,Eco Tours,Local Cuisine",Luxury
490,65+,"Wildlife,Culture,Food,Mountains,Relaxation","90,51",7.7,2,"Local Cuisine,Volunteering,Swimming",Adventure
491,35-44,"Mountains,Culture,History,Beach","7,45,65",6.3,3,"Local Cuisine,Swimming,Cultural Tours,Historical Sites,Museums",Adventure
492,18-24,"Relaxation,Wildlife,Culture,Nature,Adventure","100,30,84,47,90,61",7.6,1,"Cultural Tours,Wildlife Watching,Local Cuisine,Surfing,Eco Tours",Luxury
493,65+,"Beach,Photography","22,27,73,7,28,81,38,72,52",7.9,4,"Cycling,Eco Tours,Hiking,Museums",Budget
494,25-34,"Culture,Wildlife,History,Relaxation,Adventure","3,48",7.4,4,"Surfing,Museums,Hiking,Swimming",Eco-conscious
495,65+,"Culture,Food,History,Wildlife","47,6,23,14,74",6.5,4,"Cultural Tours,Historical Sites,Kayaking",Cultural
496,18-24,"Photography,Nature,Wildlife,Mountains,Relaxation","65,2,88,1",5.2,1,"Volunteering,Wildlife Watching,Local Cuisine,Cultural Tours,Museums",Family
497,35-44,"Nature,Beach","38,100,52,12,37",6.7,4,"Eco Tours,Museums,Kayaking",Cultural
498,25-34,"Culture,Relaxation,Food","85,39",4.3,2,"Kayaking,Swimming,Volunteering,Museums",Cultural
499,35-44,"Mountains,Wildlife,Photography,Beach,Culture","80,96,5,81,97,1,78,48,49,60",6.7,3,"Wildlife Watching,Swimming,Eco Tours,Local Cuisine,Kayaking",Adventure
500,25-34,"History,Beach,Photography","8,24,41,3,58",7.0,1,"Cycling,Historical Sites,Wildlife Watching,Museums,Local Cuisine",Family
501,45-54,"Wildlife,Food,History","40,44",4.3,5,"Local Cuisine,Cultural Tours",Luxury
502,45-54,"Relaxation,Mountains","70,1,31,34,44",5.4,1,"Local Cuisine,Surfing,Eco Tours,Swimming",Family
503,18-24,"Food,History,Photography,Adventure,Wildlife","10,77,72,7,12,63,97",6.0,2,"Museums,Cycling,Local Cuisine,Wildlife Watching,Kayaking",Luxury
504,65+,"History,Mountains,Culture","11,83,95,17",6.8,3,"Historical Sites,Swimming,Museums",Family
505,35-44,"Adventure,History,Mountains,Relaxation,Nature","88,1",5.0,3,"Volunteering,Cultural Tours,Kayaking,Cycling",Family
506,55-64,"Relaxation,Food","4,3,33,70,79,89,37,46",7.7,1,"Museums,Kayaking,Historical Sites,Local Cuisine,Surfing",Eco-conscious
507,25-34,"Adventure,History","11,41,9,25,78,26,82,34,38",7.4,3,"Cycling,Eco Tours,Swimming,Cultural Tours",Cultural
508,45-54,"Relaxation,Nature,Photography,Culture","88,83,89,14,31,53,93,80",3.5,1,"Hiking,Volunteering,Surfing,Cultural Tours,Eco Tours",Adventure
509,65+,"Adventure,Mountains,Nature","61,31",7.1,2,"Volunteering,Cultural Tours,Wildlife Watching,Hiking,Local Cuisine",Cultural
510,45-54,"Wildlife,Food,Adventure,Culture,Mountains",,8.5,5,"Swimming,Museums,Cycling",Eco-conscious
511,35-44,"History,Food",,8.4,4,"Volunteering,Surfing",Budget
512,65+,"Beach,Food,Nature","8,62,79,24,87,69",7.6,5,"Historical Sites,Eco Tours,Wildlife Watching,Museums,Kayaking",Cultural
513,35-44,"Nature,Beach",83,3.7,2,"Volunteering,Cultural Tours,Cycling,Museums,Hiking",Adventure
514,35-44,"Photography,History","5,34",6.1,4,"Hiking,Kayaking",Family
515,45-54,"Beach,Food,Wildlife,Photography","41,20,83,32",9.5,5,"Museums,Eco Tours,Wildlife Watching,Cycling,Local Cuisine",Eco-conscious
516,55-64,"History,Food,Mountains,Beach,Relaxation","88,73,71,3,52,53,14,65,5",6.4,3,"Eco Tours,Historical Sites,Kayaking",Cultural
517,45-54,"Nature,Mountains,Food,Photography",77,6.6,5,"Volunteering,Museums,Historical Sites,Kayaking",Family
518,25-34,"Nature,Beach",,8.5,2,"Hiking,Volunteering,Museums,Cultural Tours",Adventure
519,65+,"Adventure,Nature,Mountains","74,55,35,22,30,92,91,62,7,23",5.6,1,"Museums,Eco Tours,Kayaking",Family
520,18-24,"Nature,Relaxation,Mountains",,7.9,3,"Museums,Volunteering,Cultural Tours,Eco Tours",Eco-conscious
521,25-34,"Nature,Photography,Beach,Food,Wildlife",,6.3,1,"Wildlife Watching,Volunteering",Adventure
522,35-44,"Adventure,Mountains",80,7.0,3,"Local Cuisine,Cycling,Volunteering,Eco Tours,Wildlife Watching",Budget
523,55-64,"History,Wildlife,Adventure,Mountains,Beach","72,94,54,4,11,81,75,34,84",7.8,2,"Local Cuisine,Eco Tours,Cultural Tours",Luxury
524,25-34,"Nature,Adventure,History,Photography",13,7.8,1,"Historical Sites,Surfing,Wildlife Watching,Hiking",Family
525,18-24,"Photography,Culture,Food,Beach,History","87,84,32,54,20,79",4.7,4,"Swimming,Local Cuisine,Museums,Wildlife Watching",Cultural
526,35-44,"Relaxation,Beach,Food","25,14,31,99",7.4,1,"Local Cuisine,Eco Tours,Volunteering,Kayaking,Surfing",Budget
527,45-54,"Beach,Mountains,Culture",82,7.6,1,"Surfing,Wildlife Watching,Cultural Tours,Hiking",Cultural
528,25-34,"Beach,Wildlife",,7.7,3,"Hiking,Eco Tours",Cultural
529,35-44,"Food,Wildlife,Mountains","49,69,8,90,20,23,39",7.8,1,"Cycling,Cultural Tours,Historical Sites,Swimming",Adventure
530,45-54,"Photography,Beach,Mountains",,6.4,4,"Surfing,Volunteering,Kayaking",Luxury
531,25-34,"Nature,Adventure,Photography","40,66,21,95,19,98,87",5.6,3,"Cultural Tours,Hiking",Luxury
532,45-54,"Culture,Beach,Photography","43,49,2,5,6,41,69,17,90,50",9.2,1,"Surfing,Kayaking",Eco-conscious
533,35-44,"Beach,Mountains,Wildlife,Relaxation","88,32,59,64,5,83,16,19",7.5,1,"Volunteering,Wildlife Watching",Cultural
534,25-34,"Relaxation,Beach,Adventure,Culture","18,62",7.3,3,"Historical Sites,Hiking,Surfing,Wildlife Watching",Adventure
535,55-64,"Wildlife,Nature,History,Mountains","91,8,78,41,56,60,29",8.5,3,"Cultural Tours,Swimming,Museums,Hiking,Eco Tours",Solo
536,55-64,"Relaxation,Nature,History,Beach,Mountains",,6.9,1,"Wildlife Watching,Historical Sites,Eco Tours",Luxury
537,25-34,"Culture,Food,History,Beach","75,9,36,21,79,57,77",9.0,2,"Eco Tours,Volunteering",Solo
538,45-54,"History,Nature,Photography",11,4.6,3,"Wildlife Watching,Volunteering,Historical Sites",Cultural
539,18-24,"Adventure,Photography,History,Wildlife","55,61,1,87,77,69,63,83",4.3,4,"Cultural Tours,Eco Tours",Family
540,45-54,"Food,Wildlife,Photography","55,49,25,91,26,1,85,34,13,48",6.7,1,"Swimming,Kayaking",Family
541,18-24,"Mountains,Beach,Culture",30,6.3,2,"Cycling,Local Cuisine,Cultural Tours",Adventure
542,55-64,"Relaxation,Nature,Mountains,Wildlife,Adventure","82,93,94,58,95",4.3,5,"Local Cuisine,Historical Sites",Solo
543,55-64,"Relaxation,Wildlife,Nature,Adventure,Culture",,7.4,5,"Cultural Tours,Swimming,Kayaking,Surfing,Historical Sites",Budget
544,45-54,"Adventure,Nature,Beach,Culture,History",,4.9,4,"Wildlife Watching,Local Cuisine,Cultural Tours,Museums,Eco Tours",Budget
545,65+,"Relaxation,Food,Photography,Wildlife,Beach","34,22",7.4,4,"Hiking,Wildlife Watching,Surfing,Swimming,Historical Sites",Budget
546,55-64,"Adventure,Wildlife,Photography,Nature","98,33,10,90,4,67,2,83,37,85",9.5,4,"Swimming,Eco Tours,Volunteering,Museums,Kayaking",Eco-conscious
547,35-44,"Nature,Relaxation","97,55",3.3,5,"Historical Sites,Cultural Tours,Volunteering,Local Cuisine",Adventure
548,18-24,"Mountains,Wildlife","20,12,71,44,7,86,77",6.0,4,"Local Cuisine,Volunteering,Historical Sites,Surfing,Kayaking",Solo
549,55-64,"Mountains,Beach",2,9.0,3,"Volunteering,Kayaking,Local Cuisine,Cultural Tours",Eco-conscious
550,18-24,"Relaxation,Food,Culture",,7.3,5,"Volunteering,Surfing,Hiking",Luxury
551,55-64,"Food,Adventure,Wildlife,Culture","77,47,14,70,63,60,5,73,39",8.4,3,"Cultural Tours,Wildlife Watching,Museums,Kayaking,Swimming",Budget
552,35-44,"Food,Relaxation","98,91,5",4.6,2,"Swimming,Cultural Tours,Hiking",Cultural
553,18-24,"Relaxation,Nature,Photography,Adventure,Food","81,19,50,38,61,34,52,92",7.4,4,"Historical Sites,Swimming",Luxury
554,35-44,"Relaxation,Beach,Adventure,Culture,History","15,26,64,35",9.7,2,"Wildlife Watching,Surfing,Kayaking",Eco-conscious
555,25-34,"Mountains,Photography,Adventure,History,Culture","3,97,86,91,98",3.3,2,"Eco Tours,Historical Sites",Solo
556,45-54,"Wildlife,Beach,Culture","41,18,71,84,68,36,19,81",6.8,1,"Cycling,Swimming,Surfing,Cultural Tours",Cultural
557,35-44,"Adventure,Mountains","88,11,23,58,8,50,51,74",8.4,4,"Local Cuisine,Kayaking,Cycling,Wildlife Watching,Museums",Cultural
558,55-64,"History,Nature,Culture","72,100,61",9.0,2,"Eco Tours,Historical Sites,Hiking,Cycling,Wildlife Watching",Eco-conscious
559,45-54,"Adventure,History,Food,Beach,Wildlife","79,55,69,17,70,14,40,57,29,36",6.2,1,"Swimming,Cycling,Kayaking",Luxury
560,55-64,"Relaxation,Nature,Adventure,Wildlife,History","84,100,98,93",7.2,5,"Museums,Historical Sites,Hiking",Eco-conscious
561,35-44,"Beach,Photography,Food","96,39,80,3,13",7.8,3,"Museums,Surfing,Cycling,Volunteering",Eco-conscious
562,55-64,"Adventure,Nature,Food,Beach,History",49,7.0,1,"Volunteering,Kayaking,Hiking,Historical Sites,Local Cuisine",Cultural
563,65+,"Nature,Beach,Culture,Wildlife","64,81,42,21,10,20,71,94",6.0,4,"Cycling,Kayaking,Swimming",Budget
564,55-64,"Adventure,Food","88,99,20,26,72,16,18",8.3,1,"Local Cuisine,Cycling,Swimming,Cultural Tours,Historical Sites",Budget
565,25-34,"Wildlife,Beach","74,12,79,8,60,54,82,32,27",6.5,5,"Museums,Swimming,Volunteering,Historical Sites",Luxury
566,25-34,"Relaxation,Food,Nature,Adventure","63,1,55,10,7,60,17,52,2,70",5.8,5,"Cycling,Wildlife Watching,Hiking,Kayaking",Luxury
567,25-34,"Mountains,Wildlife,Beach,Food,Relaxation","15,89,37,3,22,100,9,41",4.9,5,"Kayaking,Surfing,Hiking",Cultural
568,45-54,"Mountains,Nature,Photography,History","76,81,10,37,86,41",6.9,3,"Local Cuisine,Volunteering,Surfing,Museums,Wildlife Watching",Budget
569,18-24,"Relaxation,Photography","100,19,37,46,65,54,15",4.8,2,"Cycling,Historical Sites,Surfing,Hiking",Luxury
570,25-34,"Mountains,Adventure,Culture,Relaxation,Beach",,6.5,4,"Surfing,Wildlife Watching",Budget
571,45-54,"Nature,Food","24,98,28,17,87,30,39,44",5.5,1,"Wildlife Watching,Swimming,Museums,Cycling,Surfing",Solo
572,55-64,"Nature,Mountains,Food","88,68,31,77",4.8,5,"Volunteering,Cycling,Hiking,Swimming",Budget
573,25-34,"Wildlife,Mountains","11,70,83,64,87",4.1,4,"Kayaking,Cycling",Adventure
574,25-34,"Adventure,Mountains","81,23,70,87,80,89,83",4.9,4,"Swimming,Wildlife Watching,Hiking",Budget
575,18-24,"Beach,Culture,History,Mountains,Nature",79,5.7,4,"Volunteering,Cycling",Luxury
576,55-64,"Relaxation,Wildlife,Photography","62,91,81,89,4,40,64,32,71",6.1,2,"Historical Sites,Hiking,Volunteering,Local Cuisine",Budget
577,55-64,"Photography,Mountains,History","31,42,50,81,77",6.6,3,"Wildlife Watching,Surfing,Swimming,Cycling,Cultural Tours",Budget
578,25-34,"Wildlife,Adventure","59,68,6",3.6,4,"Cycling,Surfing",Adventure
579,45-54,"Relaxation,Adventure,Nature,Food,Mountains","11,9,67,25,18,89,85,32",9.4,5,"Cultural Tours,Kayaking,Swimming,Cycling,Volunteering",Eco-conscious
580,45-54,"Photography,Nature,Adventure",,3.1,1,"Wildlife Watching,Museums,Cultural Tours",Budget
581,18-24,"Mountains,Culture","21,38,76,78,62",4.5,5,"Kayaking,Museums,Cycling,Wildlife Watching,Local Cuisine",Cultural
582,65+,"Nature,Culture,Mountains,Adventure,History","62,42,48,47,89",8.7,3,"Volunteering,Kayaking",Adventure
583,18-24,"Adventure,Food,Photography","54,6,52,61",8.2,1,"Hiking,Surfing,Cultural Tours,Wildlife Watching",Eco-conscious
584,55-64,"Relaxation,Mountains","44,87,79,76",7.6,4,"Hiking,Cycling",Family
585,35-44,"Beach,Photography","37,62,79,61,38,8,9",6.8,3,"Kayaking,Cultural Tours,Volunteering",Family
586,65+,"Culture,History,Food,Adventure,Relaxation","52,24,60,82,66,33,93,32",9.7,1,"Historical Sites,Eco Tours,Volunteering,Hiking",Eco-conscious
587,18-24,"Adventure,Photography,Wildlife,Relaxation,Food","8,21,15,61,82,2",5.3,2,"Museums,Local Cuisine,Wildlife Watching",Cultural
588,45-54,"History,Photography,Wildlife","44,59,89,93,5",6.3,1,"Eco Tours,Local Cuisine,Kayaking",Adventure
589,55-64,"Adventure,Relaxation,Mountains,Culture","6,86,33,42,41,7,18,27,77",5.7,3,"Kayaking,Wildlife Watching,Surfing,Cultural Tours",Family
590,55-64,"Relaxation,Food,Beach,History,Adventure","61,81,63,45,98,22,67",5.8,2,"Wildlife Watching,Eco Tours",Luxury
591,45-54,"Nature,Beach","31,77,98,84,19,76",7.3,4,"Kayaking,Local Cuisine,Historical Sites,Cycling,Eco Tours",Eco-conscious
592,18-24,"Beach,Adventure,Photography",,7.8,2,"Cycling,Hiking,Kayaking,Museums,Local Cuisine",Cultural
593,45-54,"Food,Nature,Relaxation","33,27,48,6",9.0,3,"Local Cuisine,Museums",Eco-conscious
594,65+,"Mountains,Nature,History,Beach,Adventure","20,53,7,2",6.3,1,"Swimming,Volunteering,Historical Sites,Cycling,Local Cuisine",Family
595,65+,"Culture,Wildlife,Beach","23,51,30,55,1,78,29",5.5,4,"Historical Sites,Cultural Tours",Family
596,65+,"Culture,Relaxation","67,45",7.1,3,"Cycling,Museums,Volunteering,Local Cuisine,Surfing",Adventure
597,45-54,"Adventure,History,Mountains,Beach","35,5,61,26,4,89,46",3.3,4,"Hiking,Wildlife Watching,Cycling",Cultural
598,18-24,"Culture,Nature,Adventure,Photography","30,7,4,55,13,44,46",5.9,4,"Cycling,Volunteering",Luxury
599,65+,"Culture,Photography,Wildlife,Beach,Nature",,8.2,4,"Hiking,Historical Sites",Eco-conscious
600,65+,"Food,Photography,Wildlife,Culture",88,5.2,1,"Wildlife Watching,Hiking,Surfing",Budget
601,18-24,"Beach,Relaxation,Food","82,71",3.6,4,"Eco Tours,Historical Sites,Local Cuisine,Museums",Solo
602,55-64,"Culture,Food,Adventure,Mountains,Nature","80,84,53,33,79,21,89,69,3,23",8.0,4,"Cultural Tours,Volunteering,Surfing,Hiking",Solo
603,45-54,"Nature,History","63,94,28",4.1,4,"Swimming,Local Cuisine,Kayaking,Cycling",Adventure
604,65+,"History,Adventure,Relaxation","16,63,57,80,42,52,20",6.2,5,"Swimming,Kayaking,Local Cuisine,Hiking,Eco Tours",Family
605,65+,"Nature,Relaxation,Adventure,Wildlife,Beach","5,75,54,4,3",6.7,3,"Hiking,Surfing,Eco Tours,Local Cuisine,Volunteering",Family
606,45-54,"Adventure,History,Relaxation,Nature,Beach","66,38,44,42,98",4.5,3,"Wildlife Watching,Swimming,Eco Tours,Local Cuisine,Hiking",Adventure
607,35-44,"Nature,Culture","88,2,26,93,1",7.4,3,"Cultural Tours,Hiking,Historical Sites,Wildlife Watching,Museums",Adventure
608,65+,"Mountains,Nature,Beach,Food","41,51,93,64,62,72,47,4",4.1,2,"Historical Sites,Swimming,Museums,Eco Tours,Cycling",Family
609,25-34,"Food,Photography,Mountains,Nature,History","40,82,37,9,67,36,44,80",5.3,1,"Cultural Tours,Museums,Eco Tours",Budget
610,18-24,"History,Adventure","16,78,29",4.1,2,"Swimming,Cultural Tours,Volunteering,Cycling,Surfing",Luxury
611,55-64,"Relaxation,History","87,61,86",7.7,1,"Cultural Tours,Local Cuisine,Kayaking",Adventure
612,65+,"Beach,Mountains,Nature","74,34,75",5.3,2,"Historical Sites,Kayaking,Wildlife Watching",Adventure
613,65+,"Beach,Nature",,7.7,1,"Surfing,Volunteering",Adventure
614,45-54,"Wildlife,Food,Photography,History,Nature",65,8.9,3,"Local Cuisine,Historical Sites,Wildlife Watching,Cultural Tours",Adventure
615,55-64,"Culture,Relaxation","83,45,79,24,48,38,90,27,53",8.0,1,"Cycling,Surfing,Wildlife Watching,Historical Sites",Eco-conscious
616,55-64,"Wildlife,Mountains,Photography","30,33,11",3.7,1,"Hiking,Wildlife Watching,Historical Sites",Solo
617,65+,"Wildlife,Mountains,Relaxation,Adventure,Culture",36,3.2,1,"Cultural Tours,Surfing",Cultural
618,65+,"Relaxation,Food,History,Culture","77,24,89,45,85,2",3.2,2,"Local Cuisine,Kayaking,Eco Tours,Historical Sites",Solo
619,45-54,"Relaxation,Wildlife,History,Culture,Nature","86,69,8,18,92",6.5,4,"Volunteering,Surfing,Kayaking,Local Cuisine,Museums",Cultural
620,45-54,"Nature,Culture,Photography","16,8,77,4,93,20,83",5.1,2,"Wildlife Watching,Eco Tours,Cultural Tours",Solo
621,55-64,"Wildlife,History",,5.5,2,"Cycling,Hiking,Historical Sites,Museums",Solo
622,45-54,"Culture,Beach,Wildlife","46,68,8,18,31,20,88",4.3,1,"Museums,Local Cuisine,Cycling,Kayaking",Budget
623,65+,"Beach,Wildlife,History,Relaxation,Culture","64,45,7,28,96,17,77",7.7,5,"Eco Tours,Historical Sites,Surfing,Cultural Tours,Volunteering",Eco-conscious
624,55-64,"Food,Photography,Mountains","12,76,95,44,68,11",5.3,2,"Cycling,Hiking,Volunteering,Local Cuisine,Wildlife Watching",Cultural
625,45-54,"History,Photography,Mountains,Adventure,Nature","52,17,47,5,68,62,75",7.2,2,"Historical Sites,Hiking",Budget
626,25-34,"Photography,Adventure","19,55,89,52,82,34,38,58,92,20",6.9,1,"Volunteering,Hiking",Luxury
627,18-24,"Nature,Photography,Relaxation","74,34,69,99,64,45",5.4,5,"Kayaking,Swimming",Cultural
628,25-34,"Relaxation,Culture,Adventure,Wildlife,Nature","57,58,9,86,65",7.7,2,"Wildlife Watching,Local Cuisine",Adventure
629,18-24,"Food,Nature,Wildlife,History,Adventure","23,41",3.4,2,"Swimming,Historical Sites,Hiking",Budget
630,65+,"History,Wildlife,Culture,Food,Beach",,8.4,3,"Museums,Surfing,Volunteering,Historical Sites",Solo
631,18-24,"Nature,History,Mountains,Photography",6,7.5,5,"Volunteering,Historical Sites,Wildlife Watching,Eco Tours",Eco-conscious
632,65+,"Mountains,Photography,Culture,Nature,Food","79,32,66,17,14,2",4.9,5,"Cultural Tours,Surfing,Historical Sites",Family
633,35-44,"Wildlife,History","1,10,83",4.0,4,"Wildlife Watching,Local Cuisine,Volunteering,Cultural Tours,Kayaking",Cultural
634,55-64,"Culture,Beach","91,82",5.9,3,"Local Cuisine,Hiking",Luxury
